eng_input,eng_label,match_using_label,match_using_sentence,heb_input,heb_label
The builder who Sun developed,Also,1,1,בנאי מי סון פיתחו,גם
Need a comma or dash,Before,1,1,צריך פסיק או מקף,לפני
Up to two months ago plus,Minus,1,1,עד לפני חודשיים פלוס,מינוס
Ralph von Schwanz. I'm not.,Know,1,1,רלף פון שוונץ אינני,יודע
Every time you click on a link,Internal,1,1,בכל לחיצה על קישור,פנימי
Of course I wasn't aware,For the need,1,1,מובן שלא הייתי מודע,לצורך
I will try to find where,There was,1,1,אני אנסה למצוא היכן,היה
The vote of deletion may succeed,But,1,1,הצבעת המחיקה אולי תצליח,אבל
Cohen is a member of the family.,The meter,1,1,כהן הוא בן למשפחה,המונה
"In fact, you have almost reached the same",Format,1,1,ובעצם הגעת כמעט לאותה,תבנית
Why a location needs to be restored,Precise,1,1,מדוע צריך לשחזר מיקום,מדויק
The terrain has no defined form,And he,1,1,לשטח אין צורה מוגדרת,והוא
"First, it is only about",The World,1,1,קודם דובר רק על,העולם
What are operating systems that do not,Supporters,0,1,מהן מערכות הפעלה שלא,תומכות
The Little Man is a book.,Children,1,1,האיש הקטן הוא ספר,ילדים
Out of Disarmament Rises,Leader,1,1,מתוך אי הסדר עלה,מנהיג
A description which was missing,In Art,1,1,תיאור אשר היה חסר,באמנות
External links Party website,Shin,1,1,קישורים חיצוניים אתר המפלגה,שין
It is better to be,Smart,1,1,מבחינת זה שעדיף להיות,חכם
Any helpful wikipedia is,Wiki,0,1,כל ויקיפד מועיל הוא,ויקי
If I don't think I'll leave,Pity.,1,1,אם אין לדעתי להשאיר,חבל
As the son of a German-controlled province,Previously,0,1,כבן למחוז בשליטה גרמנית,בעבר
"As a civil servant, it is stated that",About,0,1,כשרות האזרחות קובעת כי,על
But I'm not worried.,Gilgamesh,0,1,אבל אני לא דואג,גילגמש
If a large number appears,of,1,1,אם יופיע מספר גדול,של
"Hell, I chose the wrong profession.",Right.,1,1,לעזאזל בחרתי במקצוע הלא,נכון
Another question is how can,See,0,1,עוד שאלה איך אפשר,לראות
I don't think I,Can,1,1,אני לא חושב שאני,יכול
Children are usually in range,The Low,1,1,ילדים בדרך כלל בטווח,הנמוך
Edited after the end of the course.,The Warrior,1,1,נערכת לאחר סוף מסלול,הלוחם
After retirement he began to work.,As Coach,1,1,לאחר הפרישה החל לעבוד,כמאמן
After defeating the King,The Norwegian,1,1,אחרי שניצח את המלך,הנורבגי
You can also add some,Sentences,1,1,אפשר גם להוסיף כמה,משפטים
"By the way, on Wikipedia, every reading",of,1,1,אגב בויקיפדיה כל קריאה,של
The wording I deleted did not contain,Even,0,1,הניסוח שמחקתי לא הכיל,אפילו
I suggest you delete,The trial,1,1,אני מציע למחוק את,המשפט
These plays were staged in the country,In theatre,1,1,מחזות אלו הועלו בארץ,בתיאטרון
"Initially, schooling at the institution included",Also,1,1,בתחילה הלימודים במוסד כללו,גם
It also houses a hall.,The Glory,1,1,בנוסף ממוקם בתוכו היכל,התהילה
The current chair is,Herb,1,1,ראש הישיבה כיום הוא,הרב
By what order,Factors,1,1,על ידי איזה פקודה,גורמים
If the value is simply written,Bad,1,1,אם הערך סתם כתוב,רע
Raised in a Hasidic family and received,Education,1,1,גדל במשפחה חסידית וקיבל,חינוך
Golden Globes Film Award,The Good,1,1,פרס גלובוס הזהב הסרט,הטוב
The titles if possible,Absolutely.,1,1,את התארים אם אפשר,בהחלט
The images were deleted due to a general,The Use,1,1,התמונות נמחקו בשל כללי,השימוש
An exception to this rule is possible.,When,0,1,חריגה מכלל זה אפשרית,כאשר
It is not customary to display values,Don't,0,1,לא נהוג להציג ערכים,לא
"Among other things, he published a dictionary.",Russian,0,1,בין היתר פרסם מילון,רוסי
He was a pioneer of the movement,The Pop,1,1,הוא היה מחלוצי תנועת,הפופ
And yet you and others give,Lou.,1,1,ועדיין אתה ואחרים נותנים,לו
Adding profit is possible through,Code,1,1,הוספת הרווח אפשרית באמצעות,קוד
Abby Greenberg Diagnosis According to,Spoon,1,1,אבי גרינברג אבחון לפי,כף
In the picture of,Gutman,0,1,נ ב התמונה של,גוטמן
It was an amazing experience for all.,Life,0,1,היה מדהים חוויה לכל,החיים
There is an area where you can,Activate,0,1,יש תחום בו ניתן,להפעיל
In general Ben's value,Less,1,1,באופן כללי ערך בן,פחות
The Fuel Material of Engines,The Steam,1,1,חומר הדלק של מנועי,הקיטור
Nothing to write.,About him,1,1,ממש לא משהו לכתוב,עליו
This is called lack.,Ability,1,1,לדבר הזה קוראים חוסר,יכולת
I created a new template design,Here,0,1,יצרתי עיצוב חדש לתבנית,כאן
The concept of animal rights,Don't,0,1,המושג זכויות בעלי חיים,לא
He is the president of Boeing.,Israel,1,1,הוא נשיא חברת בואינג,ישראל
How to Choose a Good Piano,I tried,1,1,איך בוחרים פסנתר טוב,ניסיתי
The number of representatives selected in each,District,1,1,מספר הנציגים שנבחר בכל,מחוז
The quote you brought is also,Don't,0,1,גם הציטוט שהבאת הוא,לא
The likelihood of having links to it,External,0,1,הסבירות שיש אליו קישורים,חיצוניים
The monastery is an important focus,And husband,1,1,המנזר הוא מוקד חשוב,ובעל
Feel free to delete sentences,Such,0,1,תרגיש חופשי למחוק משפטים,כאלה
This time the calculation was also,Difficulties,1,1,הפעם הציב החישוב גם,קשיים
The band also arrived.,To Britain,1,1,בנוסף הגיעה הלהקה גם,לבריטניה
Those affected by it receive,Help,0,1,אלו שנפגעו ממנה מקבלים,עזרה
Explanation of the importance of the criterion is given,Find,0,1,הסבר לחשיבות הקריטריון ניתן,למצוא
The conference was called the St.,James.,1,1,הוועידה נקראה ועידת סנט,גיימס
Will new accounts be,Always,1,1,האם חשבונות חדשים יהיו,תמיד
Its success was partially,Due,0,1,הצלחתה הייתה באופן חלקי,בשל
I would be happy to suggest a version.,Further,0,1,אשמח אם תציע גרסה,נוספת
Each game on its own page,What?,1,1,כל משחק בעמוד משלו,מה
I just noticed,You added,0,1,רק עכשיו שמתי לב,שהוספת
The circulation of the newspaper is not,Posted,0,1,תפוצתו של העיתון לא,פורסמה
It is named after,His grandfather,0,1,הוא קרוי על שם,סבו
Times of Museum Change,The Russian,1,1,זמנים של שינוי המוזיאון,הרוסי
No need to push.,The nose,1,1,ולא צריך לדחוף את,האף
A Warrior Against Great Forces,From him,1,1,לוחם נגד כוחות גדולים,ממנו
I think we should just delete,And start,1,1,לדעתי צריך פשוט למחוק,ולהתחיל
His students were arrested in action against,The British,1,1,תלמידיו נאסרו בפעולות נגד,הבריטים
"In addition, Wikipedia is not",Site,1,1,בנוסף לכך ויקיפדיה איננה,אתר
Or the intention that doesn't close,Date,1,1,או שהכוונה שלא נסגר,תאריך
Marked in Blue District Euro,Bo,1,1,מסומן בכחול מחוז יורו,בו
B. It's not at all,Related,0,1,ב זה בכלל לא,קשור
For the first time I saw that someone,Already,1,1,בפעם הראשונה ראיתי שמישהו,כבר
Should the state have,Submit,0,1,האם המדינה הייתה צריכה,להגיש
The Professional Concept Full Name,And no,1,1,המושג המקצועי השם המלא,ולא
See also chain reaction,Nuclear,0,1,ראו גם תגובת שרשרת,גרעינית
Read some more explanations.,In Format,1,1,קרא עוד קצת הסברים,בתבנית
"If so, you have to travel.",And check,1,1,אם כן צריך לנסוע,ולבדוק
It's a similar cynical use,To this,0,1,זה שימוש ציני דומה,לזה
We come to provide information,And no,1,1,אנו באים לספק מידע,ולא
It said it should,Treatment,1,1,היה כתוב שזה צריך,טיפול
It would have been better if,There were,1,1,היה יותר טוב לולא,היו
On the subject of a persecutory judgment should,Bring,0,1,לגבי דין רודף צריך,להביא
A dot will appear in the middle of a circle,The Selection,1,1,נקודה תופיע באמצע עיגול,הבחירה
That I don't,Will do,0,1,את זה אני לא,אעשה
But owner Michael Pollack,Don't,0,1,אבל הבעלים מיכאל פולק,לא
6 As Wikipedia says is not,Library,1,1,6 כאמור ויקיפדיה איננה,ספרייה
I will also add a request.,Similar,1,1,אני גם אוסיף בקשה,דומה
If you don't delete no,Be,0,1,אם לא תמחק לא,תהיה
Alex's still,Don't,0,1,החסימה של אלכס עדיין,לא
Since they did not belong,Group,0,1,מכיוון שלא היו שייכים,לקבוצה
This is a comprehensive value that shows,Face,1,1,זהו ערך מקיף שמציג,פנים
But see the offer.,Mine,1,1,בכל זאת ראה ההצעה,שלי
Basically there are no values that approach,Read,0,1,בעיקרון אין ערכים שהגישה,לקריאה
During the World Cup he scored,Gate,1,1,במהלך המונדיאל הוא כבש,שער
The bronze statue of John,The Baptist,1,1,פסל הברונזה של יוחנן,המטביל
Calls for those who can turn blue,Them,0,1,קורא למי שיכול להכחיל,אותם
Biennially so that they,appear,0,1,דו שנתי כך שהם,יופיעו
External link about map,And sort of,1,1,קישור חיצוני בערך מפה,ובערך
But I don't think,Which is,1,1,אבל אני לא חושב,שהוא
That doesn't mean you have to,Delete,0,1,זה לא אומר שצריך,למחוק
Yitzhaki was appointed as secretary of the committee,The Temporary,1,1,יצחקי מונה כמזכיר הוועד,הזמני
As for the bot he knows,Identify,0,1,אשר לבוט הוא יודע,לזהות
At this time the water line,of,1,1,בתקופה זו קו המים,של
Is in the latest version of,Ward,1,1,האם בגרסה האחרונה של,וורד
It is also advisable to adopt methods,Writing,0,1,רצוי גם לאמץ שיטות,כתיבה
The theme song Persian ceremony,Globus,0,1,שיר הנושא טקס פרסי,גלובוס
Also the issue of anomalies,He is,0,1,גם הנושא של חריגות,הוא
